+--------+----------+-----------+-------------+------------+----------+------+
| Week   | Monday   | Tuesday   | Wednesday   | Thursday   | Friday   | We   |
+========+==========+===========+=============+============+==========+======+
| Week 1 | R/R      | R/W       | R/W         | R/W        | R/R      | R/R  |
+--------+----------+-----------+-------------+------------+----------+------+
| Week 2 | R/W      | R/W       | R/W         | R/R        | R/R      | W/W  |
+--------+----------+-----------+-------------+------------+----------+------+
| Week 3 | R/R      | R/R       | R/R         | R/W        | R/R      | W/W  |
+--------+----------+-----------+-------------+------------+----------+------+
| Week 4 | R/R      | R/W       | R/R         | R/R        | R/R      | W/W  |
+--------+----------+-----------+-------------+------------+----------+------+
