+--------+----------+-----------+-------------+------------+----------+------+
| Week   | Monday   | Tuesday   | Wednesday   | Thursday   | Friday   | We   |
+========+==========+===========+=============+============+==========+======+
| Week 1 | W/R      | W/R       | W/R         | R/W        | R/R      | W/W  |
+--------+----------+-----------+-------------+------------+----------+------+
| Week 2 | R/R      | R/R       | W/R         | W/R        | R/W      | R/R  |
+--------+----------+-----------+-------------+------------+----------+------+
| Week 3 | W/R      | R/W       | R/R         | R/R        | W/W      | R/R  |
+--------+----------+-----------+-------------+------------+----------+------+
| Week 4 | W/R      | W/R       | W/R         | W/R        | R/W      | R/R  |
+--------+----------+-----------+-------------+------------+----------+------+
